ID_TRANSACC|ID_ORIG|ID_DEST|MONTO|FECHA_HORA|ESTADO|DETALLE
61|105617|105778|14.36|Thu May 22 03:12:50 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P3. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=2002.17. nuevoSaldoDestino=9783.19. workerIdProcesador=worker0}
62|102343|100818|19.83|Thu May 22 03:12:50 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
63|105904|100167|108.57|Thu May 22 03:12:50 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
64|100035|104935|63.34|Thu May 22 03:12:50 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
67|100983|101704|176.40|Thu May 22 03:12:50 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P1. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=4098.5. nuevoSaldoDestino=9637.67. workerIdProcesador=worker0}
65|104511|102725|90.09|Thu May 22 03:12:50 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
66|102853|105598|160.90|Thu May 22 03:12:50 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
68|104108|105361|50.08|Thu May 22 03:12:50 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P3. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=7620.97. nuevoSaldoDestino=9895.24. workerIdProcesador=worker0}
74|103899|103576|22.85|Thu May 22 03:12:50 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P2. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=6034.17. nuevoSaldoDestino=3667.47. workerIdProcesador=worker0}
69|103539|104830|188.41|Thu May 22 03:12:50 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
70|100669|104119|204.10|Thu May 22 03:12:50 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
76|104426|104376|125.89|Thu May 22 03:12:50 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P3. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=2835.71. nuevoSaldoDestino=7986.59. workerIdProcesador=worker0}
71|102706|104796|131.52|Thu May 22 03:12:50 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
72|105930|100489|46.12|Thu May 22 03:12:50 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
73|104720|101742|170.86|Thu May 22 03:12:50 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
77|102175|102148|123.53|Thu May 22 03:12:50 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P2. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=365.58000000000004. nuevoSaldoDestino=8905.78. workerIdProcesador=worker0}
75|103667|100417|124.41|Thu May 22 03:12:50 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
78|100724|100890|132.77|Thu May 22 03:12:50 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P1. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=1611.09. nuevoSaldoDestino=4036.38. workerIdProcesador=worker0}
81|102937|103509|88.64|Thu May 22 03:12:50 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P2. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=2382.31. nuevoSaldoDestino=6267.93. workerIdProcesador=worker0}
82|102518|103758|65.92|Thu May 22 03:12:50 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P2. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=1230.61. nuevoSaldoDestino=5233.14. workerIdProcesador=worker0}
86|105124|105811|69.64|Thu May 22 03:12:50 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P3. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=859.61. nuevoSaldoDestino=2391.94. workerIdProcesador=worker0}
87|102593|103991|196.44|Thu May 22 03:12:50 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P2. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=7451.29. nuevoSaldoDestino=4241.139999999999. workerIdProcesador=worker0}
88|103503|103337|151.95|Thu May 22 03:12:50 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P2. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=8900.849999999999. nuevoSaldoDestino=9015.59. workerIdProcesador=worker0}
89|103041|103776|40.97|Thu May 22 03:12:50 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P2. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=6770.73. nuevoSaldoDestino=8513.51. workerIdProcesador=worker0}
79|105706|101098|203.18|Thu May 22 03:12:50 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
90|100112|100447|49.04|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P1. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=6547.24. nuevoSaldoDestino=310.97. workerIdProcesador=worker0}
80|100621|104510|22.61|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
92|103415|102044|84.27|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P2. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=3149.44. nuevoSaldoDestino=5479.63. workerIdProcesador=worker0}
93|104175|105656|35.67|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P3. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=1559.6. nuevoSaldoDestino=4288.92. workerIdProcesador=worker0}
83|100459|104716|57.50|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
84|102412|100885|166.85|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
85|104353|102536|199.12|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
94|103363|102965|50.33|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P2. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=6876.32. nuevoSaldoDestino=6511.04. workerIdProcesador=worker0}
95|102127|103545|32.78|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P2. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=3250.73. nuevoSaldoDestino=3541.07. workerIdProcesador=worker0}
91|100251|105035|108.68|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
96|103415|103874|144.59|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P2. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=3004.85. nuevoSaldoDestino=2599.7200000000003. workerIdProcesador=worker0}
98|101817|100781|31.75|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P1. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=6504.34. nuevoSaldoDestino=2834.53. workerIdProcesador=worker0}
103|102265|102385|61.92|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P2. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=6365.61. nuevoSaldoDestino=3733.9. workerIdProcesador=worker0}
105|103198|102875|16.93|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P2. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=51.330000000000005. nuevoSaldoDestino=546.62. workerIdProcesador=worker0}
106|103284|102166|186.87|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P2. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=7602.58. nuevoSaldoDestino=2869.7999999999997. workerIdProcesador=worker0}
97|105629|102563|183.21|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
100|103014|104591|32.82|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
99|105110|101227|6.79|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
101|100057|102371|39.20|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
109|100827|100979|28.42|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P1. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=9073.7. nuevoSaldoDestino=7652.92. workerIdProcesador=worker0}
102|100277|103887|179.83|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
104|104269|100417|132.18|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
111|101291|101951|150.87|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P1. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=7099.5. nuevoSaldoDestino=3386.12. workerIdProcesador=worker0}
113|103600|103357|65.53|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P2. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=3846.0099999999998. nuevoSaldoDestino=8040.75. workerIdProcesador=worker0}
107|105536|100838|201.81|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
114|102760|102393|202.25|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P2. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=8276.61. nuevoSaldoDestino=7335.68. workerIdProcesador=worker0}
108|104895|103210|56.08|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
116|102738|103097|118.19|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P2. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=8703.05. nuevoSaldoDestino=3794.38. workerIdProcesador=worker0}
110|101935|103949|89.61|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
112|102231|104580|131.98|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
118|100585|100772|6.69|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P1. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=1488.59. nuevoSaldoDestino=6728.2699999999995. workerIdProcesador=worker0}
115|101759|103961|121.74|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
120|103870|102407|12.03|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P2. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=6867.38. nuevoSaldoDestino=8465.42. workerIdProcesador=worker0}
122|103678|102023|76.73|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P2. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=8935.68. nuevoSaldoDestino=5882.639999999999. workerIdProcesador=worker0}
117|105392|104009|112.46|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
119|102717|100425|108.31|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
123|104699|105640|134.71|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P3. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=5914.75. nuevoSaldoDestino=1591.69. workerIdProcesador=worker0}
121|105265|101764|186.92|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
124|104117|101270|22.01|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
125|102887|101276|180.33|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
130|105176|105644|36.49|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P3. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=9500.32. nuevoSaldoDestino=462.73. workerIdProcesador=worker0}
131|105315|104881|183.20|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P3. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=8842.56. nuevoSaldoDestino=3774.8599999999997. workerIdProcesador=worker0}
133|101899|100572|148.98|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P1. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=8326.060000000001. nuevoSaldoDestino=2223.1. workerIdProcesador=worker0}
126|102722|101506|57.61|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
127|101072|105868|39.31|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
134|104523|105491|119.48|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P3. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=4173.06. nuevoSaldoDestino=7347.459999999999. workerIdProcesador=worker0}
129|104315|101416|105.72|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
128|104155|104033|134.11|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
136|104618|104232|141.79|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P3. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=6132.14. nuevoSaldoDestino=1161.99. workerIdProcesador=worker0}
137|102858|103612|133.24|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P2. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=9184.2. nuevoSaldoDestino=7736.53. workerIdProcesador=worker0}
132|100357|105883|146.73|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
135|101543|104081|93.86|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
139|104243|104200|72.12|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P3. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=8798.83. nuevoSaldoDestino=6078.39. workerIdProcesador=worker0}
141|104818|104350|51.31|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P3. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=3105.96. nuevoSaldoDestino=9547.109999999999. workerIdProcesador=worker0}
138|105474|102707|148.45|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
140|104774|100819|71.74|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
142|102904|101378|11.73|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
150|101214|101674|20.96|Thu May 22 03:12:51 GMT-05:00 2025|EXITO|Worker: worker0. Particion: CUENTA_P1. Transferencia intra-partición OK por worker0 Datos: {nuevoSaldoOrigen=3729.5099999999998. nuevoSaldoDestino=1237.9. workerIdProcesador=worker0}
143|101815|104660|49.85|Thu May 22 03:12:51 GMT-05:00 2025|TRANSACCION_CONFIRMADA|Transferencia inter-partición completada.
