ID_TRANSACC,ID_ORIG,ID_DEST,MONTO,FECHA_HORA,ESTADO
205,103147,101071,1222.54,2025-05-07 20:45:34,Confirmada
206,101702,103853,589.58,2025-04-20 18:43:34,Confirmada
207,100237,103403,1085.77,2024-07-26 22:25:34,Confirmada
208,103806,102151,475.56,2024-09-18 12:01:34,Rechazada
209,103738,103825,1759.03,2024-07-27 04:37:34,Confirmada
210,101806,100047,125.47,2024-07-10 16:29:34,Pendiente
211,102049,104815,138.96,2024-12-04 15:20:34,Rechazada
212,104625,105626,416.3,2025-02-22 19:54:34,Confirmada
213,105548,105322,732.54,2024-10-22 13:48:34,Pendiente
214,100076,104211,970.61,2024-07-05 22:34:34,Confirmada
215,103017,101914,1956.85,2024-07-12 15:47:34,Rechazada
216,100895,103671,1515.53,2024-10-17 05:26:34,Pendiente
217,101750,103380,821.16,2025-04-25 04:40:34,Confirmada
218,104687,104531,1098.57,2025-03-10 06:14:34,Rechazada
219,105761,104326,629.74,2024-09-07 07:51:34,Confirmada
220,102638,105670,24.58,2024-12-10 20:05:34,Pendiente
221,100895,102521,687.56,2024-09-25 09:03:34,Confirmada
222,102144,100702,899.21,2024-07-13 15:59:34,Pendiente
223,103688,101270,1923.18,2024-10-18 03:04:34,Confirmada
224,101956,100482,278.7,2024-10-28 22:37:34,Confirmada
225,103251,105650,1702.37,2025-03-02 08:18:34,Confirmada
226,102992,100162,1863.82,2025-04-10 11:42:34,Confirmada
227,103828,103275,1579.37,2025-01-08 03:36:34,Confirmada
228,103752,100229,1359.19,2025-04-10 06:09:34,Confirmada
229,103057,103191,1030.29,2025-05-09 04:19:34,Pendiente
230,104947,100490,957.08,2024-05-26 03:25:34,Confirmada
231,100194,101701,1631.68,2024-12-20 11:49:34,Confirmada
232,100114,105607,1579.73,2024-12-14 19:16:34,Confirmada
233,101999,100713,1122.72,2025-03-20 15:28:34,Confirmada
234,100345,103240,970.2,2024-10-21 16:32:34,Confirmada
235,101471,103789,1775.71,2025-03-03 11:24:34,Pendiente
236,102965,103152,245.65,2024-06-13 02:43:34,Pendiente
237,103030,104449,652.22,2024-07-22 03:20:34,Confirmada
238,103223,103904,1508.5,2025-05-10 06:19:34,Confirmada
239,105720,100857,1262.08,2024-08-30 04:00:34,Confirmada
240,102953,103735,1437.98,2025-02-25 09:18:34,Confirmada
241,104352,103037,1365.91,2024-08-23 22:04:34,Pendiente
242,102639,103583,732.49,2025-03-11 16:34:34,Confirmada
243,102961,105777,1918.23,2024-10-02 19:09:34,Confirmada
244,105585,102467,644.06,2024-12-02 06:37:34,Pendiente
245,105019,100364,1032.65,2025-03-16 12:32:34,Confirmada
246,105034,103065,1768.98,2024-07-17 18:52:34,Confirmada
247,101591,105925,167.41,2024-09-03 21:08:34,Confirmada
248,101154,104290,1825.1,2024-10-11 16:21:34,Pendiente
249,103628,105036,755.06,2025-03-20 16:13:34,Confirmada
250,103916,100046,1256.09,2025-02-17 22:17:34,Pendiente
251,100238,105063,1943.82,2025-04-24 20:54:34,Rechazada
252,104226,101748,395.51,2024-10-20 02:15:34,Confirmada
253,102779,100900,1494.14,2025-03-16 20:28:34,Confirmada
254,101131,102211,1105.82,2024-09-14 23:32:34,Confirmada
255,100394,101861,1351.33,2024-09-12 22:22:34,Pendiente
256,102670,103100,811.04,2025-01-19 03:17:34,Confirmada
257,104440,104375,169.72,2024-07-08 18:48:34,Rechazada
258,104877,101060,672.89,2024-08-29 16:52:34,Confirmada
259,104364,100317,1748.94,2025-01-15 15:11:34,Confirmada
260,102196,102159,1300.54,2025-05-02 21:42:34,Confirmada
261,105968,102082,1751.95,2024-09-18 15:35:34,Rechazada
262,105953,105070,1654.7,2024-12-28 14:08:34,Pendiente
263,104256,105844,1158.3,2024-08-16 00:02:34,Confirmada
264,101138,105716,1524.25,2024-07-07 06:23:34,Confirmada
265,106032,101798,1179.39,2025-01-20 22:03:34,Confirmada
266,101068,104075,91.94,2024-10-23 19:05:34,Confirmada
267,100595,103869,832.31,2024-07-28 10:13:34,Confirmada
268,102746,102960,27.44,2024-12-04 12:42:34,Pendiente
269,105096,105966,203.25,2024-09-05 17:54:34,Pendiente
270,101386,101248,242.19,2025-02-14 18:30:34,Confirmada
271,104942,105770,92.2,2024-06-23 21:21:34,Pendiente
272,102301,101341,1606.8,2024-06-29 11:49:34,Confirmada
273,105108,100910,250.86,2025-03-31 04:48:34,Confirmada
274,100637,101927,1699.21,2025-01-24 03:57:34,Pendiente
275,102750,102747,617.3,2025-01-04 11:17:34,Confirmada
276,103160,100716,906.26,2024-12-17 21:08:34,Pendiente
277,101120,104401,294.32,2025-04-23 05:14:34,Confirmada
278,101225,104944,409.52,2025-05-03 22:09:34,Confirmada
279,104322,103346,30.67,2025-02-08 02:53:34,Confirmada
280,103945,105265,638.51,2025-04-30 11:51:34,Confirmada
281,102573,105791,1343.66,2024-09-20 03:43:34,Rechazada
282,105880,105144,1844.42,2025-04-21 15:56:34,Rechazada
283,103080,104075,1572.7,2025-02-26 14:46:34,Pendiente
284,102045,102280,176.26,2025-05-08 07:47:34,Rechazada
285,100746,100801,2000.0,2025-05-21 01:55:34,Confirmada
286,105048,105860,417.36,2024-12-18 13:27:34,Rechazada
287,101929,100428,917.15,2024-10-23 09:00:34,Confirmada
288,104853,102157,774.41,2024-09-28 07:49:34,Confirmada
289,100241,102458,1744.38,2025-04-14 16:36:34,Confirmada
290,105019,100771,41.75,2024-12-17 18:17:34,Confirmada
291,105934,105599,1059.14,2024-08-08 16:18:34,Confirmada
292,100617,105543,1163.61,2025-04-10 12:44:34,Confirmada
293,102596,104120,1326.34,2024-07-02 12:44:34,Confirmada
294,103756,100066,1335.88,2025-03-06 16:44:34,Confirmada
295,101342,103858,629.61,2025-04-15 00:00:34,Rechazada
296,100822,101376,1324.32,2024-07-06 20:23:34,Confirmada
297,103331,105724,158.0,2025-03-20 03:49:34,Confirmada
298,100478,102472,1687.88,2024-10-11 21:16:34,Pendiente
299,101709,104167,1215.42,2024-12-31 16:34:34,Confirmada
300,100009,102585,1638.42,2024-07-19 12:21:34,Rechazada
301,100840,101821,7.36,2024-10-19 22:54:34,Confirmada
302,101164,100745,1243.89,2024-07-14 21:13:34,Confirmada
303,102537,103102,1522.6,2025-02-17 15:48:34,Confirmada
304,102485,103991,718.12,2024-07-15 00:56:34,Confirmada
305,100786,100432,542.31,2024-06-24 19:57:34,Confirmada
306,104511,100846,925.25,2024-10-10 05:56:34,Pendiente
307,102805,101921,956.06,2024-09-09 05:53:34,Confirmada
308,103497,103131,1083.67,2025-02-03 14:16:34,Confirmada
309,103248,104833,1582.5,2025-01-27 04:20:34,Confirmada
310,101978,102211,1327.68,2025-04-01 06:07:34,Rechazada
311,103713,100607,726.19,2024-10-10 23:05:34,Pendiente
312,104661,103496,1623.65,2025-04-01 06:07:34,Confirmada
313,101430,104247,723.67,2025-05-09 12:43:34,Confirmada
314,104465,104674,967.14,2024-06-30 23:00:34,Confirmada
315,104105,105740,1160.03,2024-12-14 04:39:34,Confirmada
316,102953,103924,1970.17,2024-06-07 09:25:34,Confirmada
317,100990,104947,81.06,2024-11-11 14:06:34,Confirmada
318,105119,105785,1914.71,2024-12-03 17:40:34,Pendiente
319,104856,100604,1074.91,2024-12-24 16:48:34,Rechazada
320,103594,104228,1501.99,2024-12-22 14:57:34,Confirmada
321,102367,102351,502.22,2024-09-11 02:21:34,Pendiente
322,103081,104218,123.47,2025-04-12 05:59:34,Pendiente
323,105710,102975,1983.71,2025-01-22 09:16:34,Confirmada
324,104531,104024,1682.11,2024-07-21 18:34:34,Confirmada
325,101832,102448,1529.1,2024-10-06 02:17:34,Confirmada
326,100680,104221,896.46,2025-03-25 09:55:34,Confirmada
327,105179,105491,156.19,2025-05-03 00:59:34,Pendiente
328,103588,101502,834.78,2025-05-21 07:52:34,Confirmada
329,100680,104648,1404.3,2025-04-13 13:02:34,Pendiente
330,104101,103679,1531.21,2024-09-30 16:04:34,Pendiente
331,100658,102827,626.04,2025-03-09 19:18:34,Confirmada
332,102082,105230,1525.33,2025-03-18 01:55:34,Confirmada
333,103143,100526,1171.98,2024-12-05 12:11:34,Confirmada
334,103742,105391,1005.37,2025-01-22 19:51:34,Pendiente
335,105015,100389,1492.59,2024-08-04 17:54:34,Confirmada
336,103076,105820,1421.55,2024-09-06 18:23:34,Confirmada
337,104421,101728,1991.98,2024-07-18 06:56:34,Confirmada
338,104470,101931,1974.25,2024-09-20 16:25:34,Confirmada
339,100313,102930,1908.5,2025-02-15 21:32:34,Confirmada
340,103507,102592,813.15,2025-03-13 02:52:34,Confirmada
341,104689,100732,232.8,2024-10-04 08:00:34,Confirmada
342,104487,103198,451.7,2024-11-22 02:25:34,Pendiente
343,105074,102854,1610.33,2024-08-15 03:14:34,Pendiente
344,103977,103292,72.39,2025-01-21 22:50:34,Pendiente
345,101322,101896,22.08,2024-11-14 12:18:34,Confirmada
346,102500,102843,648.81,2025-04-07 09:06:34,Confirmada
347,104933,102243,1935.46,2024-12-03 22:48:34,Rechazada
348,105989,103992,1683.63,2025-02-26 04:36:34,Confirmada
349,104887,101161,1467.98,2025-02-21 17:21:34,Confirmada
350,102610,103644,898.5,2025-03-09 04:29:34,Confirmada
351,103551,103483,45.52,2024-08-15 07:57:34,Pendiente
352,104813,103109,464.68,2025-03-30 00:00:34,Confirmada
353,103721,105416,1807.25,2025-05-21 17:27:34,Confirmada
354,104450,103869,1526.39,2024-12-29 05:08:34,Confirmada
355,105541,101374,317.2,2024-07-23 00:11:34,Pendiente
356,105872,101276,1676.04,2024-10-17 23:12:34,Rechazada
357,102088,100293,797.65,2024-06-09 11:24:34,Confirmada
358,101556,103126,1021.93,2024-12-13 12:49:34,Rechazada
359,102607,102048,1011.56,2024-09-20 02:35:34,Confirmada
360,105509,103916,623.48,2024-12-03 03:50:34,Pendiente
361,100693,102872,172.81,2024-12-04 01:44:34,Confirmada
362,103079,100806,355.86,2024-06-06 22:11:34,Confirmada
363,101977,101065,1248.51,2025-04-04 02:09:34,Confirmada
364,103103,101548,1279.49,2025-03-27 15:20:34,Confirmada
365,101790,104559,1492.0,2024-06-15 11:04:34,Pendiente
366,102208,102542,1400.9,2025-04-30 07:16:34,Confirmada
367,101288,100763,761.13,2024-09-01 16:06:34,Pendiente
368,104701,101036,480.52,2025-04-08 10:03:34,Pendiente
369,102533,106029,1409.16,2025-03-23 21:29:34,Rechazada
370,101959,101491,1551.59,2024-05-26 05:47:34,Confirmada
371,105265,103122,1892.38,2024-05-28 20:31:34,Confirmada
372,105336,105483,1781.63,2024-06-02 02:15:34,Rechazada
373,104186,101622,53.29,2024-06-17 18:25:34,Rechazada
374,102739,101466,578.0,2024-06-23 05:37:34,Confirmada
375,100492,102787,606.86,2024-07-08 04:24:34,Pendiente
376,105165,105786,648.93,2024-07-01 21:23:34,Pendiente
377,100510,101317,1093.16,2025-01-08 09:44:34,Confirmada
378,103386,103320,425.08,2025-04-30 18:04:34,Rechazada
379,104149,103049,334.82,2024-10-11 19:11:34,Confirmada
380,102325,104132,524.04,2025-03-26 15:37:34,Confirmada
381,102267,102460,201.29,2025-03-08 12:42:34,Confirmada
382,104525,100347,111.73,2024-11-21 07:00:34,Pendiente
383,103155,104598,1106.3,2025-03-13 04:42:34,Confirmada
384,100961,103030,283.4,2024-08-03 22:46:34,Confirmada
385,105719,100478,564.78,2025-04-05 18:36:34,Confirmada
386,105993,105197,1554.56,2024-07-05 06:00:34,Confirmada
387,103861,104584,909.14,2025-02-25 16:51:34,Confirmada
388,101363,103414,1284.81,2024-06-10 04:46:34,Confirmada
389,103738,101371,1440.37,2024-12-02 22:41:34,Confirmada
390,102687,101595,1721.97,2024-11-07 00:57:34,Confirmada
391,104723,105165,1431.5,2025-04-13 07:18:34,Confirmada
392,104223,101388,932.42,2024-10-15 01:26:34,Confirmada
393,101198,100254,1555.05,2025-02-28 09:21:34,Confirmada
394,100147,100143,1700.41,2024-12-25 19:06:34,Confirmada
395,105825,102212,1808.89,2025-05-08 11:03:34,Confirmada
396,103784,105914,802.16,2025-04-27 11:40:34,Confirmada
397,102589,100520,1965.27,2025-03-06 17:53:34,Pendiente
398,105545,104247,458.58,2025-02-04 10:37:34,Confirmada
399,101868,100273,1754.82,2024-05-30 02:35:34,Confirmada
400,102207,101987,1177.71,2024-06-01 22:46:34,Confirmada
401,102697,101780,1372.14,2024-08-25 21:20:34,Pendiente
402,100731,102543,430.13,2024-10-16 08:05:34,Confirmada
403,100799,104870,1756.77,2025-03-01 22:38:34,Confirmada
404,103733,100910,441.24,2024-10-11 01:18:34,Rechazada
405,101577,104501,157.0,2024-12-30 13:07:34,Rechazada
406,101400,103900,1949.43,2024-07-06 04:27:34,Confirmada
407,103494,105400,729.09,2024-08-13 13:17:34,Confirmada
408,100931,105896,1667.47,2024-11-09 22:57:34,Confirmada
409,102746,100557,559.59,2024-05-23 09:12:34,Pendiente
410,103054,101552,791.09,2025-03-06 18:48:34,Confirmada
411,105836,102788,1565.09,2025-03-23 22:53:34,Confirmada
412,104320,102621,1555.71,2025-05-10 16:42:34,Confirmada
413,103092,102375,1071.71,2024-12-19 10:55:34,Confirmada
414,101671,101996,579.98,2025-03-24 04:51:34,Confirmada
415,104365,102364,457.94,2024-09-30 03:44:34,Confirmada
416,104704,100443,1305.33,2025-02-02 17:43:34,Confirmada
417,105965,105136,1093.36,2025-03-21 07:59:34,Pendiente
418,104763,103468,548.54,2025-05-09 04:19:34,Confirmada
419,105654,103716,887.66,2024-09-25 10:39:34,Confirmada
420,105061,101143,1625.44,2024-09-15 03:29:34,Confirmada
421,100678,102132,1977.01,2025-03-30 15:44:34,Pendiente
422,100399,104016,1586.49,2024-12-03 00:37:34,Confirmada
423,100523,101637,1161.77,2025-03-01 00:26:34,Rechazada
424,103272,100938,1788.96,2024-07-08 17:12:34,Confirmada
425,101858,103580,229.81,2025-05-09 19:06:34,Pendiente
426,101805,104998,1150.44,2025-01-17 07:11:34,Pendiente
427,103252,104150,973.63,2024-05-31 02:06:34,Rechazada
428,103952,101522,392.18,2024-11-05 23:16:34,Confirmada
429,104292,102290,1535.48,2025-04-01 17:22:34,Confirmada
430,103593,102507,72.01,2025-02-28 03:03:34,Pendiente
431,103698,102435,216.52,2024-12-21 02:39:34,Rechazada
432,102061,101714,1771.01,2024-12-02 03:19:34,Rechazada
433,102338,103153,1586.29,2024-12-09 02:07:34,Confirmada
434,103255,104871,1321.13,2024-10-27 15:54:34,Confirmada
435,105464,104654,819.53,2024-08-16 14:49:34,Confirmada
436,105413,101911,1630.13,2024-06-23 03:08:34,Confirmada
437,103856,102368,1822.3,2025-02-27 17:37:34,Confirmada
438,104664,100222,1011.98,2024-09-01 07:04:34,Confirmada
439,100788,101483,918.27,2024-09-10 07:47:34,Pendiente
440,100404,104833,1775.46,2025-04-29 13:24:34,Pendiente
441,101461,100062,1210.19,2024-10-03 11:47:34,Pendiente
